Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
508,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.14,70,True,20,35,0
509,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.1,75,False,25,40,1
510,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.06,80,True,5,20,0
511,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.02,70,False,20,35,1
512,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.98,75,True,25,40,0
513,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.94,80,False,5,25,0
514,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.9,70,True,20,35,0
515,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.86,75,False,25,40,1
516,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.82,80,True,5,20,0
517,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.78,70,False,20,35,1
518,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.74,75,True,25,40,0
519,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.7,80,False,5,25,0
520,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.66,70,True,20,35,0
521,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.62,75,False,25,40,1
522,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.58,80,True,5,20,0
523,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.54,70,False,20,35,1
524,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.5,75,True,25,40,0
525,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.46,80,False,5,25,0
526,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.42,70,True,20,35,0
527,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.38,75,False,25,40,1
528,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.34,80,True,5,20,0
529,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.3,70,False,20,35,1
530,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.26,75,True,25,40,0
531,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.22,80,False,5,25,0
532,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.18,70,True,20,35,0
533,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.14,75,False,25,40,1
534,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.1,80,True,5,20,0
535,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.06,70,False,20,35,1
536,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.02,75,True,25,40,0
537,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.98,80,False,5,25,0
538,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.94,70,True,20,35,0
539,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.9,75,False,25,40,1
540,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.86,80,True,5,20,0
541,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.82,70,False,20,35,1
542,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.78,75,True,25,40,0
543,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.74,80,False,5,25,0
544,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.7,70,True,20,35,0
545,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.66,75,False,25,40,1
546,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.62,80,True,5,20,0
547,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.58,70,False,20,35,1
548,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.54,75,True,25,40,0
549,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.5,80,False,5,25,0
550,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.46,70,True,20,35,0
551,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.42,75,False,25,40,1
552,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.38,80,True,5,20,0
553,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.34,70,False,20,35,1
554,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.3,75,True,25,40,0
555,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.26,80,False,5,25,0
556,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.22,70,True,20,35,0
557,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.18,75,False,25,40,1
558,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.14,80,True,5,20,0
559,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.1,70,False,20,35,1
560,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.06,75,True,25,40,0
561,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.02,80,False,5,25,0
562,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.98,70,True,20,35,0
563,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.94,75,False,25,40,1
564,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.9,80,True,5,20,0
565,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.86,70,False,20,35,1
566,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.82,75,True,25,40,0
567,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.78,80,False,5,25,0
568,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.74,70,True,20,35,0
569,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.7,75,False,25,40,1
570,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.66,80,True,5,20,0
571,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.62,70,False,20,35,1
572,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.58,75,True,25,40,0
573,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.54,80,False,5,25,0
574,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.5,70,True,20,35,0
575,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.46,75,False,25,40,1
576,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.42,80,True,5,20,0
577,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.38,70,False,20,35,1
578,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.34,75,True,25,40,0
579,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.3,80,False,5,25,0
580,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.26,70,True,20,35,0
581,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.22,75,False,25,40,1
582,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.18,80,True,5,20,0
583,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.14,70,False,20,35,1
584,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.1,75,True,25,40,0
585,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.06,80,False,5,25,0
586,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.02,70,True,20,35,0
587,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.98,75,False,25,40,1
588,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.94,80,True,5,20,0
589,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.9,70,False,20,35,1
590,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.86,75,True,25,40,0
591,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.82,80,False,5,25,0
592,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.78,70,True,20,35,0
593,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.74,75,False,25,40,1
594,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.7,80,True,5,20,0
595,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.66,70,False,20,35,1
596,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.62,75,True,25,40,0
597,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.58,80,False,5,25,0
598,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.54,70,True,20,35,0
599,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.5,75,False,25,40,1
600,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.46,80,True,5,20,0
601,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.42,70,False,20,35,1
602,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.38,75,True,25,40,0
603,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.34,80,False,5,25,0
604,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.3,70,True,20,35,0
605,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.26,75,False,25,40,1
606,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
607,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,8,True,False,0.18,70,False,20,35,1
608,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,18,False,True,0.14,75,True,25,40,0
609,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
610,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,8,True,True,0.06,70,True,20,35,0
611,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,18,False,False,0.02,75,False,25,40,1
612,Variable,Female,Married,Graduate,1985,37,Employed,2370568942,3209847561230987,2023,Mobile,240000,3000,Purchase,Chennai,Visa,Offline,90000,1080000,5000,40,10,True,False,0.34,80,True,5,25,0
613,Fixed,Male,Single,High School,1992,30,Employed,9876543210,5432167890123456,2027,Mobile,200000,4500,Withdrawal,Pune,MasterCard,Online,60000,720000,2000,90,15,True,True,0.3,70,False,20,35,0
614,Fixed,Other,Married,Post Graduate,1970,52,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Transfer,Delhi,Visa,Online,130000,1560000,6000,80,20,True,False,0.26,75,True,25,40,1
615,Variable,Female,Divorced,Doctorate,1982,40,Unemployed,9872064315,3209847561230987,2025,Mobile,250000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
616,Fixed,Male,Single,High School,1976,46,Employed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
617,Fixed,Other,Married,Post Graduate,1987,35,Self-Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
618,Variable,Female,Married,Graduate,1978,44,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
619,Fixed,Other,Single,Post Graduate,1975,47,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
620,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
621,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
622,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
623,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
624,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
625,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
626,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
627,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
628,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
629,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
630,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
631,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
632,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
633,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
634,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
635,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
636,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
637,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
638,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
